date,season,neutral,playoff,team1,team2,elo1,elo2,score1,score2,elo_prob1,result1
1949-09-25,1949,0,0,PIT,NYG,1455.015,1432.891,28,7,0.612829454951029,1.0
1949-09-25,1949,0,0,BBA,SF,1436.7,1616.43,28,17,0.3309365573053749,1.0
1949-09-25,1949,0,0,BCL,CLE,1328.599,1664.672,20,28,0.16953550389559638,0.0
1949-09-26,1949,0,0,ARI,WSH,1626.668,1497.679,38,7,0.7424219895495237,1.0
1949-09-30,1949,0,0,NYY,NYG,1292.384,1410.462,14,38,0.41372877720934775,0.0
1949-09-30,1949,0,0,CRA,SF,1346.545,1581.859,24,42,0.26556234679754503,0.0
1949-10-02,1949,0,0,ARI,CHI,1642.377,1650.353,7,17,0.5714749387014716,0.0
1949-10-02,1949,0,0,BBA,BCL,1471.272,1321.807,28,35,0.7660224239440174,0.0
1949-10-02,1949,0,0,GB,LAR,1396.28,1551.432,7,48,0.3654779295309747,0.0
1949-10-02,1949,0,0,CLE,LDA,1671.463,1411.567,42,7,0.8595876169222152,1.0
1949-10-03,1949,0,0,DET,PHI,1384.605,1610.308,14,22,0.2780301701852625,0.0
1949-10-03,1949,0,0,PIT,WSH,1477.445,1481.97,14,27,0.5784441285291307,0.0
1949-10-07,1949,0,0,NYY,GB,1265.719,1369.488,0,19,0.43216417416514574,0.0
1949-10-07,1949,0,0,CRA,NAA,1331.634,1454.915,24,38,0.4067604274239153,0.0
1949-10-08,1949,0,0,PIT,DET,1445.632,1372.977,14,7,0.6797726810803081,1.0
1949-10-08,1949,0,0,PHI,ARI,1621.936,1613.756,28,3,0.5926651068283687,1.0
1949-10-09,1949,0,0,CHI,LAR,1678.975,1578.224,16,31,0.710942475594917,0.0
1949-10-09,1949,0,0,WSH,NYG,1513.782,1437.127,35,45,0.6833701712330201,0.0
1949-10-09,1949,0,0,SF,CLE,1596.77,1679.801,56,28,0.4636515657581317,1.0
1949-10-09,1949,0,0,LDA,BBA,1403.229,1435.577,42,28,0.5353869236948885,1.0
1949-10-14,1949,0,0,LDA,CLE,1427.413,1644.089,14,61,0.28927741094564485,0.0
1949-10-16,1949,0,0,CHI,PHI,1635.68,1646.923,38,21,0.5647957636631004,1.0
1949-10-16,1949,0,0,NYG,PIT,1472.663,1457.83,17,21,0.5972101155396984,0.0
1949-10-16,1949,0,0,WSH,NYY,1478.247,1239.551,38,14,0.8443731780383853,1.0
1949-10-16,1949,0,0,BCL,NAA,1357.502,1476.912,21,24,0.4124055256398898,0.0
1949-10-16,1949,0,0,GB,ARI,1395.655,1588.769,17,39,0.3179247643214396,0.0
1949-10-16,1949,0,0,SF,BBA,1632.481,1411.393,51,7,0.8318355122517521,1.0
1949-10-16,1949,0,0,DET,LAR,1360.779,1621.519,10,21,0.24032476943418526,0.0
1949-10-23,1949,0,0,NYG,CHI,1452.191,1659.563,35,28,0.29734824373391505,1.0
1949-10-23,1949,0,0,LAR,GB,1632.689,1376.482,35,7,0.8559282895516125,1.0
1949-10-23,1949,0,0,NAA,SF,1488.339,1643.364,24,3,0.3628825178988113,1.0
1949-10-23,1949,0,0,PIT,NYY,1478.302,1231.164,24,13,0.8524492358348733,1.0
1949-10-23,1949,0,0,BBA,LDA,1400.51,1406.075,17,14,0.5719490960816448,1.0
1949-10-23,1949,0,0,PHI,WSH,1623.039,1486.634,49,14,0.7515790745111997,1.0
1949-10-23,1949,0,0,ARI,DET,1607.942,1349.609,7,24,0.8578028554582543,0.0
1949-10-23,1949,0,0,BCL,CRA,1346.076,1309.637,7,17,0.6308103993139068,0.0
1949-10-28,1949,0,0,CRA,LDA,1341.912,1394.864,14,24,0.5060229122891363,0.0
1949-10-30,1949,0,0,LAR,CHI,1640.681,1628.697,27,24,0.5982043755057013,1.0
1949-10-30,1949,0,0,NYY,WSH,1224.973,1470.956,14,14,0.254737824393622,0.5
1949-10-30,1949,0,0,CLE,SF,1665.427,1602.966,30,28,0.6636966881794094,1.0
1949-10-30,1949,0,0,PIT,PHI,1484.492,1638.718,7,38,0.368097195732524,0.0
1949-10-30,1949,0,0,ARI,NYG,1549.294,1483.058,38,41,0.6701663164279831,0.0
1949-10-30,1949,0,0,GB,DET,1368.49,1408.258,16,14,0.5269053621102548,1.0
1949-10-30,1949,0,0,NAA,BCL,1528.737,1313.8,21,14,0.8264199878231187,1.0
1949-11-06,1949,0,0,CLE,CRA,1672.164,1316.966,35,2,0.913191548077131,1.0
1949-11-06,1949,0,0,CHI,GB,1618.223,1378.564,24,3,0.8444109381090805,1.0
1949-11-06,1949,0,0,NYG,NYY,1503.118,1232.268,24,31,0.8671364965132153,0.0
1949-11-06,1949,0,0,DET,ARI,1398.184,1529.233,19,42,0.3966401254200706,0.0
1949-11-06,1949,0,0,WSH,PIT,1463.661,1459.556,27,14,0.5832382428322,1.0
1949-11-06,1949,0,0,BCL,SF,1307.661,1596.229,10,28,0.21135005006785165,0.0
1949-11-06,1949,0,0,PHI,LAR,1663.654,1651.155,38,14,0.5995561065272413,1.0
1949-11-06,1949,0,0,NAA,BBA,1534.876,1411.722,14,17,0.7391374226691413,0.0
1949-11-13,1949,0,0,WSH,PHI,1484.225,1687.924,21,44,0.302381620304115,0.0
1949-11-13,1949,0,0,CHI,DET,1626.236,1373.125,27,24,0.855028165490537,1.0
1949-11-13,1949,0,0,GB,NYG,1370.551,1460.24,10,30,0.45553247328173646,0.0
1949-11-13,1949,0,0,NAA,CRA,1512.225,1312.125,14,10,0.8147318975896317,1.0
1949-11-13,1949,0,0,CLE,BBA,1677.005,1434.372,7,7,0.8477454804606491,0.5
1949-11-13,1949,0,0,LDA,SF,1419.81,1607.795,24,41,0.32273275387228184,0.0
1949-11-13,1949,0,0,PIT,LAR,1438.992,1626.884,7,7,0.3256940784784957,0.5
1949-11-13,1949,0,0,NYY,ARI,1275.147,1554.292,20,65,0.22034731213811082,0.0
1949-11-20,1949,0,0,ARI,LAR,1570.041,1621.705,28,28,0.509179199653389,0.5
1949-11-20,1949,0,0,WSH,CHI,1465.668,1629.582,21,31,0.3539755199107179,0.0
1949-11-20,1949,0,0,NAA,CLE,1517.355,1666.191,0,31,0.3754263992207401,0.0
1949-11-20,1949,0,0,BBA,CRA,1445.186,1306.995,10,0,0.7535585489516499,1.0
1949-11-20,1949,0,0,NYG,DET,1488.211,1369.78,21,45,0.7316802412896791,0.0
1949-11-20,1949,0,0,BCL,LDA,1296.095,1401.741,10,21,0.43222806999978036,0.0
1949-11-20,1949,0,0,PHI,NYY,1706.481,1259.397,42,0,0.9472593844863851,1.0
1949-11-20,1949,0,0,GB,PIT,1342.579,1444.172,7,30,0.43682854083410305,0.0
1949-11-24,1949,0,0,CLE,CRA,1691.673,1296.594,14,6,0.9300667192177768,1.0
1949-11-24,1949,0,0,DET,CHI,1421.887,1646.167,7,28,0.2783209885607351,0.0
1949-11-24,1949,0,0,LDA,NAA,1423.298,1491.873,16,17,0.4820431477775956,0.0
1949-11-27,1949,0,0,NYG,WSH,1436.104,1449.082,23,7,0.5625714829064914,1.0
1949-11-27,1949,0,0,BCL,BBA,1274.538,1455.587,14,38,0.33237461505188465,0.0
1949-11-27,1949,0,0,LAR,NYY,1622.29,1256.356,42,20,0.9180216374285763,1.0
1949-11-27,1949,0,0,ARI,GB,1569.456,1314.599,41,21,0.8549401765734267,1.0
1949-11-27,1949,0,0,PHI,PIT,1709.523,1472.152,34,17,0.8434269224512256,1.0
1949-11-27,1949,0,0,SF,NAA,1625.864,1498.722,35,14,0.7395780215983663,1.0
1949-12-04,1949,0,1,SF,NAA,1639.999,1484.587,17,7,0.7710340625149547,1.0
1949-12-04,1949,0,1,CLE,BBA,1694.075,1476.314,31,21,0.8285059266033636,1.0
1949-12-04,1949,0,0,CHI,PIT,1662.63,1464.568,30,21,0.8107321345170762,1.0
1949-12-04,1949,0,0,NYG,PHI,1459.668,1717.107,3,24,0.24235901654960465,0.0
1949-12-04,1949,0,0,WSH,GB,1425.518,1307.321,30,0,0.7312802458832293,1.0
1949-12-04,1949,0,0,LAR,ARI,1626.339,1576.734,27,31,0.6476742905763689,0.0
1949-12-04,1949,0,0,DET,NYY,1405.423,1252.306,28,27,0.7699231990950373,1.0
1949-12-11,1949,0,0,CHI,ARI,1670.047,1599.119,52,21,0.6765448661128869,1.0
1949-12-11,1949,0,0,DET,GB,1408.22,1290.942,21,7,0.7306196771967318,1.0
1949-12-11,1949,0,0,PHI,NYG,1731.222,1445.554,17,3,0.8764512004855951,1.0
1949-12-11,1949,0,0,NYY,PIT,1249.509,1457.151,0,27,0.2971059728837054,0.0
1949-12-11,1949,0,1,CLE,SF,1701.051,1649.566,21,7,0.6503707589968165,1.0
1949-12-11,1949,0,0,LAR,WSH,1603.955,1441.898,53,27,0.7767691146570181,1.0
1949-12-18,1949,0,1,LAR,PHI,1616.68,1736.7,0,14,0.4109356629119885,0.0
1950-09-16,1950,0,0,PHI,CLE,1674.314,1647.304,10,35,0.6183557612798599,0.0
1950-09-17,1950,0,0,PIT,NYG,1485.849,1461.717,7,18,0.6138263590024001,0.0
1950-09-17,1950,0,0,LAR,CHI,1564.606,1628.688,20,24,0.4917849112744856,0.0
1950-09-17,1950,0,0,BCL,WSH,1337.541,1454.448,14,38,0.41861149545535103,0.0
1950-09-17,1950,0,0,SF,NYY,1589.774,1321.925,17,21,0.864778095499332,0.0
1950-09-17,1950,0,0,GB,DET,1353.646,1449.128,7,45,0.44669436677199176,0.0
1950-09-22,1950,0,0,LAR,NYY,1548.463,1354.986,45,28,0.8078892452369009,1.0
1950-09-24,1950,0,0,SF,CHI,1556.713,1644.831,20,32,0.45806283658399394,0.0
1950-09-24,1950,0,0,GB,WSH,1320.673,1481.231,35,21,0.35921963508942867,1.0
1950-09-24,1950,0,0,DET,PIT,1482.101,1453.448,10,7,0.6202688470318709,1.0
1950-09-24,1950,0,0,ARI,PHI,1554.09,1631.511,7,45,0.4702960267837121,0.0
1950-09-24,1950,0,0,BCL,CLE,1310.758,1690.107,0,31,0.13976648221223373,0.0
1950-09-29,1950,0,0,NYY,DET,1345.455,1491.898,44,21,0.3758252908528092,1.0
1950-10-01,1950,0,0,CLE,NYG,1698.64,1494.118,0,6,0.8164945571543646,0.0
1950-10-01,1950,0,0,SF,LAR,1533.017,1557.993,14,35,0.5465223757257421,0.0
1950-10-01,1950,0,0,WSH,PIT,1445.325,1443.651,7,26,0.5833301499649705,0.0
1950-10-01,1950,0,0,GB,CHI,1356.579,1668.528,31,21,0.1924407970613153,1.0
1950-10-02,1950,0,0,ARI,BCL,1518.962,1302.225,55,13,0.8254881743562403,1.0
1950-10-07,1950,0,0,PIT,CLE,1480.402,1662.044,17,30,0.3302251059014512,0.0
1950-10-07,1950,0,0,PHI,LAR,1666.639,1593.087,56,20,0.6783797344412319,1.0
1950-10-08,1950,0,0,DET,SF,1451.298,1497.923,24,7,0.5134335012234816,1.0
1950-10-08,1950,0,0,CHI,ARI,1625.009,1529.962,27,6,0.703404589890721,1.0
1950-10-08,1950,0,0,WSH,NYG,1408.575,1530.713,17,21,0.41002320010768867,0.0
1950-10-08,1950,0,0,GB,NYY,1400.098,1386.055,31,44,0.6033039914595483,0.0
1950-10-12,1950,0,0,NYY,SF,1419.552,1470.773,29,24,0.509482517443724,1.0
1950-10-15,1950,0,0,CHI,GB,1641.415,1366.602,28,14,0.8679388655997802,1.0
1950-10-15,1950,0,0,DET,LAR,1478.448,1571.989,28,30,0.45081193219456517,0.0
1950-10-15,1950,0,0,BCL,PHI,1291.225,1687.737,14,24,0.12723671653588442,0.0
1950-10-15,1950,0,0,CLE,ARI,1678.995,1513.555,34,24,0.7812321133497441,1.0
1950-10-15,1950,0,0,NYG,PIT,1543.844,1463.451,6,17,0.6874163860359565,0.0
1950-10-19,1950,0,0,NYY,GB,1436.652,1360.79,35,17,0.6804955149707383,1.0
1950-10-22,1950,0,0,WSH,ARI,1395.445,1504.45,28,38,0.42933547640461384,0.0
1950-10-22,1950,0,0,PIT,PHI,1500.586,1693.121,10,17,0.3155968197283122,0.0
1950-10-22,1950,0,0,NYG,CLE,1506.709,1688.099,17,13,0.3312659921465872,1.0
1950-10-22,1950,0,0,LAR,BCL,1581.945,1285.841,70,27,0.8815515895804485,1.0
1950-10-22,1950,0,0,SF,DET,1453.673,1468.492,28,27,0.5604246987439255,1.0
1950-10-29,1950,0,0,CLE,PIT,1665.617,1487.838,45,7,0.7932325358190139,1.0
1950-10-29,1950,0,0,NYY,CHI,1453.682,1647.227,38,27,0.3174655733100596,1.0
1950-10-29,1950,0,0,LAR,DET,1589.174,1462.687,65,24,0.7407134767498618,1.0
1950-10-29,1950,0,0,ARI,NYG,1524.997,1529.191,17,3,0.5740006898488564,1.0
1950-10-29,1950,0,0,SF,BCL,1459.478,1278.613,17,14,0.7953609542356502,1.0
1950-10-29,1950,0,0,PHI,WSH,1705.868,1374.898,35,3,0.9016492786638888,1.0
1950-11-05,1950,0,0,LAR,SF,1606.318,1464.351,28,21,0.7581321209324804,1.0
1950-11-05,1950,0,0,NYG,WSH,1507.405,1369.395,24,21,0.7529592675059296,1.0
1950-11-05,1950,0,0,PHI,PIT,1711.37,1474.759,7,9,0.8441903583021095,0.0
1950-11-05,1950,0,0,BCL,GB,1273.74,1343.76,41,21,0.48210594300028836,1.0
1950-11-05,1950,0,0,ARI,CLE,1546.784,1678.696,7,10,0.39567065890650327,0.0
1950-11-05,1950,0,0,DET,CHI,1445.542,1611.494,21,35,0.3505308274926153,0.0
1950-11-12,1950,0,0,WSH,PHI,1363.377,1689.722,0,33,0.1773791312940772,0.0
1950-11-12,1950,0,0,CLE,SF,1689.591,1455.493,34,14,0.8410947790679759,1.0
1950-11-12,1950,0,0,PIT,BCL,1496.408,1304.696,17,7,0.8035348489682878,1.0
1950-11-12,1950,0,0,NYG,ARI,1513.423,1535.89,51,21,0.5504367197298543,1.0
1950-11-12,1950,0,0,GB,LAR,1312.804,1615.176,14,45,0.19819412351198065,0.0
1950-11-12,1950,0,0,CHI,NYY,1630.068,1489.415,28,20,0.7535353701957928,1.0
1950-11-19,1950,0,0,NYY,LAR,1479.996,1627.889,35,43,0.37551953469612065,0.0
1950-11-19,1950,0,0,PHI,ARI,1701.18,1506.305,10,14,0.8100040172560076,0.0
1950-11-19,1950,0,0,CLE,WSH,1697.719,1351.919,20,14,0.9092208215081649,1.0
1950-11-19,1950,0,0,CHI,SF,1639.486,1447.365,17,0,0.8067400499658346,1.0
1950-11-19,1950,0,0,BCL,NYG,1296.717,1543.008,20,55,0.2548149770563079,0.0
1950-11-19,1950,0,0,DET,GB,1426.968,1300.091,24,21,0.7408164517184405,1.0
1950-11-23,1950,0,0,ARI,PIT,1536.125,1504.386,17,28,0.6246889132489474,0.0
1950-11-23,1950,0,0,DET,NYY,1433.315,1463.78,49,14,0.5370204204158422,1.0
1950-11-26,1950,0,0,WSH,BCL,1349.101,1279.472,38,28,0.6727931812275332,1.0
1950-11-26,1950,0,0,CHI,LAR,1649.083,1644.105,24,14,0.5886997220680097,1.0
1950-11-26,1950,0,0,GB,SF,1293.744,1437.768,25,21,0.3815789265398818,1.0
1950-11-26,1950,0,0,NYG,PHI,1560.254,1671.36,7,3,0.424727766553651,1.0
1950-12-03,1950,0,0,CLE,PHI,1700.536,1652.752,13,7,0.6469287510751981,1.0
1950-12-03,1950,0,0,BCL,DET,1265.218,1465.101,21,45,0.3073444818744807,0.0
1950-12-03,1950,0,0,ARI,CHI,1503.077,1667.704,20,10,0.3505111665592885,1.0
1950-12-03,1950,0,0,LAR,GB,1625.484,1314.171,51,14,0.8910794904725196,1.0
1950-12-03,1950,0,0,PIT,WSH,1537.434,1363.355,7,24,0.7879285002203262,0.0
1950-12-03,1950,0,0,NYG,NYY,1578.862,1431.994,51,7,0.7633548546355199,1.0
1950-12-10,1950,0,0,PIT,ARI,1485.654,1535.204,28,7,0.5111119436632078,1.0
1950-12-10,1950,0,0,SF,GB,1417.341,1307.783,30,14,0.7204510345268061,1.0
1950-12-10,1950,0,0,CHI,DET,1635.577,1484.214,6,3,0.7668407681629839,1.0
1950-12-10,1950,0,0,PHI,NYG,1640.049,1594.696,7,9,0.6407197952577951,0.0
1950-12-10,1950,0,0,WSH,CLE,1415.135,1713.24,21,45,0.20174391763255337,0.0
1950-12-10,1950,0,0,NYY,BCL,1416.16,1246.105,51,14,0.7847437458166965,1.0
1950-12-17,1950,0,1,CLE,NYG,1725.302,1609.817,8,3,0.7282755178477067,1.0
1950-12-17,1950,0,1,LAR,CHI,1631.872,1641.218,24,14,0.568635499584429,1.0
1950-12-24,1950,0,1,CLE,LAR,1733.957,1651.544,30,28,0.6905161839737757,1.0
1951-09-28,1951,0,0,LAR,NYY,1598.581,1454.772,54,14,0.7590165924294772,1.0
1951-09-30,1951,0,0,SF,CLE,1455.94,1661.753,24,10,0.30052097564054575,1.0
1951-09-30,1951,0,0,DET,WSH,1487.382,1437.049,35,17,0.6497101260230347,1.0
1951-09-30,1951,0,0,GB,CHI,1364.142,1582.697,20,31,0.28687825471267037,0.0
1951-09-30,1951,0,0,ARI,PHI,1505.582,1584.952,14,17,0.46941082772076714,0.0
1951-10-01,1951,0,0,PIT,NYG,1511.656,1569.108,13,13,0.5006665202388891,0.5
1951-10-06,1951,0,0,PHI,SF,1598.155,1495.996,21,14,0.7124281273785182,1.0
1951-10-07,1951,0,0,LAR,CLE,1614.259,1621.697,23,38,0.5734976032628564,0.0
1951-10-07,1951,0,0,GB,PIT,1350.56,1511.325,35,33,0.3576426572028251,1.0
1951-10-07,1951,0,0,WSH,NYG,1418.032,1569.439,14,35,0.3695954168629653,0.0
1951-10-07,1951,0,0,ARI,CHI,1492.379,1596.279,28,14,0.43564634512549805,1.0
1951-10-08,1951,0,0,DET,NYY,1506.399,1439.095,37,10,0.6731734194874872,1.0
1951-10-14,1951,0,0,PIT,SF,1496.751,1485.312,24,28,0.5981343149762,0.0
1951-10-14,1951,0,0,NYG,ARI,1591.933,1523.02,28,17,0.672366174360382,1.0
1951-10-14,1951,0,0,GB,PHI,1365.135,1608.84,37,24,0.25856423739040996,1.0
1951-10-14,1951,0,0,CHI,NYY,1565.637,1419.086,24,21,0.7619727284695424,1.0
1951-10-14,1951,0,0,CLE,WSH,1654.842,1395.538,45,0,0.8584826944090385,1.0
1951-10-14,1951,0,0,DET,LAR,1526.408,1581.114,21,27,0.5057014055598458,0.0
1951-10-21,1951,0,0,GB,LAR,1407.454,1601.244,0,28,0.31621892693322495,0.0
1951-10-21,1951,0,0,CLE,PIT,1663.778,1476.467,17,0,0.801186656361831,1.0
1951-10-21,1951,0,0,NYG,PHI,1606.75,1566.52,26,24,0.6376726766620793,1.0
1951-10-21,1951,0,0,CHI,SF,1571.412,1505.596,13,7,0.6685980421685677,1.0
1951-10-21,1951,0,0,WSH,ARI,1386.601,1508.203,7,3,0.41016719257692436,1.0
1951-10-21,1951,0,0,DET,NYY,1506.278,1413.31,24,24,0.7068854161533086,0.5
1951-10-28,1951,0,0,NYY,GB,1419.802,1386.923,27,29,0.6226834011872505,0.0
1951-10-28,1951,0,0,SF,LAR,1493.835,1621.775,44,17,0.39977137357902903,1.0
1951-10-28,1951,0,0,PHI,WSH,1559.117,1405.788,23,27,0.7684882725472808,0.0
1951-10-28,1951,0,0,ARI,PIT,1489.016,1466.633,14,28,0.6118104094475331,0.0
1951-10-28,1951,0,0,CLE,NYG,1673.613,1614.153,14,13,0.6611392195856304,1.0
1951-10-28,1951,0,0,DET,CHI,1499.786,1583.173,23,28,0.46814409591895817,0.0
1951-11-04,1951,0,0,NYG,NYY,1609.847,1405.149,37,31,0.8183868168115596,1.0
1951-11-04,1951,0,0,GB,DET,1401.577,1482.957,17,24,0.46523930045842254,0.0
1951-11-04,1951,0,0,LAR,SF,1581.324,1534.285,23,16,0.6445079084185029,1.0
1951-11-04,1951,0,0,PIT,PHI,1501.78,1531.298,13,34,0.5404117546467752,0.0
1951-11-04,1951,0,0,WSH,CHI,1433.607,1600.003,0,27,0.3508744468854261,0.0
1951-11-04,1951,0,0,ARI,CLE,1453.869,1677.918,17,34,0.2791204999088301,0.0
1951-11-11,1951,0,0,LAR,ARI,1594.942,1438.458,45,21,0.7723797765359647,1.0
1951-11-11,1951,0,0,CHI,DET,1622.816,1502.625,28,41,0.7306572635407629,0.0
1951-11-11,1951,0,0,SF,NYY,1520.667,1399.091,19,14,0.7367962184922631,1.0
1951-11-11,1951,0,0,PIT,GB,1467.166,1381.909,28,7,0.6913591051269015,1.0
1951-11-11,1951,0,0,CLE,PHI,1693.329,1565.913,20,17,0.7434862080012515,1.0
1951-11-11,1951,0,0,NYG,WSH,1615.905,1410.794,28,14,0.8180541176377493,1.0
1951-11-18,1951,0,0,LAR,NYY,1607.717,1390.68,48,21,0.8294367657577195,1.0
1951-11-18,1951,0,0,PHI,DET,1559.582,1545.495,10,28,0.5977945358223347,0.0
1951-11-18,1951,0,0,SF,ARI,1529.079,1425.683,21,27,0.7155628055737772,0.0
1951-11-18,1951,0,0,NYG,CLE,1624.316,1699.66,0,10,0.47641384422795907,0.0
1951-11-18,1951,0,0,PIT,WSH,1484.313,1402.382,7,22,0.6910149913008496,0.0
1951-11-18,1951,0,0,CHI,GB,1579.946,1364.762,24,13,0.8249745122634418,1.0
1951-11-22,1951,0,0,DET,GB,1582.872,1357.436,52,35,0.83418162598678,1.0
1951-11-25,1951,0,0,CLE,CHI,1722.817,1587.272,42,21,0.7507698860469608,1.0
1951-11-25,1951,0,0,NYY,SF,1380.95,1498.525,10,10,0.4126181083387863,0.5
1951-11-25,1951,0,0,ARI,NYG,1456.237,1601.16,0,10,0.3757662887193874,0.0
1951-11-25,1951,0,0,WSH,LAR,1443.958,1617.447,31,21,0.3387101721886879,1.0
1951-11-25,1951,0,0,PHI,PIT,1522.205,1442.737,13,17,0.6842905782568363,0.0
1951-12-02,1951,0,0,CLE,ARI,1736.396,1438.33,49,28,0.8844412626104232,1.0
1951-12-02,1951,0,0,NYG,PIT,1619.068,1466.739,14,0,0.7684535600282716,1.0
1951-12-02,1951,0,0,GB,NYY,1349.358,1383.24,28,31,0.5368186527559036,0.0
1951-12-02,1951,0,0,WSH,PHI,1476.81,1498.203,21,35,0.5521707862745772,0.0
1951-12-02,1951,0,0,DET,SF,1590.949,1496.235,10,20,0.7059646834423392,0.0
1951-12-02,1951,0,0,CHI,LAR,1573.693,1584.595,17,42,0.5655935257049166,0.0
1951-12-09,1951,0,0,SF,GB,1533.204,1334.04,31,19,0.8119383111526106,1.0
1951-12-09,1951,0,0,LAR,DET,1623.156,1553.979,22,24,0.6716767725908964,0.0
1951-12-09,1951,0,0,NYY,CHI,1398.558,1535.131,21,45,0.3871241327551797,0.0
1951-12-09,1951,0,0,ARI,WSH,1432.489,1445.733,17,20,0.5619814373446816,0.0
1951-12-09,1951,0,0,PHI,NYG,1529.281,1630.036,7,23,0.4365391183825153,0.0
1951-12-09,1951,0,0,PIT,CLE,1455.771,1742.237,0,28,0.21322096635459836,0.0
1951-12-16,1951,0,0,WSH,PIT,1462.029,1442.406,10,20,0.6083332177212277,0.0
1951-12-16,1951,0,0,LAR,GB,1607.15,1325.826,42,14,0.8738669744868952,1.0
1951-12-16,1951,0,0,PHI,CLE,1504.261,1755.602,9,24,0.2487210046474587,0.0
1951-12-16,1951,0,0,CHI,ARI,1559.973,1416.192,14,24,0.7594269684924414,0.0
1951-12-16,1951,0,0,SF,DET,1541.419,1569.985,21,17,0.5405917249204913,1.0
1951-12-16,1951,0,0,NYY,NYG,1373.716,1655.056,17,27,0.21683737035051195,0.0
1951-12-23,1951,0,1,LAR,CLE,1614.125,1768.633,24,17,0.3658037881576386,1.0
1952-09-28,1952,0,0,SF,DET,1538.732,1538.871,17,3,0.581837045977843,1.0
1952-09-28,1952,0,0,GB,CHI,1380.9,1514.49,14,24,0.39426167506100024,0.0
1952-09-28,1952,0,0,DTX,NYG,1300,1611.544,6,24,0.1892590473008247,0.0
1952-09-28,1952,0,0,PIT,PHI,1483.867,1495.82,25,31,0.5652096648126724,0.0
1952-09-28,1952,0,0,CLE,LAR,1662.662,1595.844,37,7,0.6695214699436487,1.0
1952-09-29,1952,0,0,ARI,WSH,1472.954,1455.756,7,23,0.6041981833277539,0.0
1952-10-03,1952,0,0,LAR,DET,1575.18,1517.421,14,17,0.6590068901791528,0.0
1952-10-04,1952,0,0,PIT,CLE,1460.906,1683.326,20,21,0.28213838029639987,0.0
1952-10-04,1952,0,0,PHI,NYG,1518.781,1621.858,7,31,0.43665580705996476,0.0
1952-10-05,1952,0,0,DTX,SF,1289.685,1560.182,14,37,0.22696978946049054,0.0
1952-10-05,1952,0,0,GB,WSH,1362.178,1492.024,35,20,0.3997558974946672,1.0
1952-10-05,1952,0,0,ARI,CHI,1436.686,1533.212,21,10,0.4464069483979683,1.0
1952-10-12,1952,0,0,CLE,NYG,1687.049,1650.045,9,17,0.6334816604919,0.0
1952-10-12,1952,0,0,WSH,ARI,1458.185,1464.178,6,17,0.5713777930884324,0.0
1952-10-12,1952,0,0,GB,LAR,1396.017,1555.515,28,30,0.3616243156552198,0.0
1952-10-12,1952,0,0,PHI,PIT,1490.594,1457.183,26,21,0.627148356930464,1.0
1952-10-12,1952,0,0,DET,SF,1537.085,1573.815,0,28,0.5284403038915193,0.0
1952-10-12,1952,0,0,CHI,DTX,1505.72,1276.052,38,20,0.8377355644712123,1.0
1952-10-18,1952,0,0,DTX,GB,1268.005,1388.28,14,24,0.40812395360206266,0.0
1952-10-19,1952,0,0,CHI,SF,1513.767,1610.696,16,40,0.44449504220002506,0.0
1952-10-19,1952,0,0,PIT,WSH,1444.765,1428.356,24,28,0.6048312398713992,0.0
1952-10-19,1952,0,0,NYG,ARI,1679.663,1494.007,23,24,0.7989659198618532,0.0
1952-10-19,1952,0,0,PHI,CLE,1503.012,1657.432,7,49,0.36669002344249524,0.0
1952-10-19,1952,0,0,DET,LAR,1500.204,1563.253,24,16,0.4936683228559261,1.0
1952-10-26,1952,0,0,SF,DTX,1639.517,1248.304,48,21,0.9283946771110356,1.0
1952-10-26,1952,0,0,GB,DET,1407.981,1522.034,17,52,0.4211882753730676,0.0
1952-10-26,1952,0,0,ARI,PIT,1506.663,1424.206,28,34,0.6898271831594948,0.0
1952-10-26,1952,0,0,CLE,WSH,1684.473,1448.914,19,15,0.8422639602611867,1.0
1952-10-26,1952,0,0,LAR,CHI,1541.423,1484.947,31,7,0.6561387086862492,1.0
1952-10-26,1952,0,0,NYG,PHI,1667.007,1475.971,10,14,0.8031034565504086,0.0
1952-11-02,1952,0,0,SF,CHI,1643.241,1464.693,17,20,0.7942004920594814,0.0
1952-11-02,1952,0,0,LAR,DTX,1561.676,1244.58,42,20,0.8951753982903824,1.0
1952-11-02,1952,0,0,WSH,PIT,1444.65,1453.419,23,24,0.5688894416554687,0.0
1952-11-02,1952,0,0,GB,PHI,1377.844,1505.611,12,10,0.4024651303794899,1.0
1952-11-02,1952,0,0,ARI,NYG,1477.449,1637.367,6,28,0.36053771909921223,0.0
1952-11-02,1952,0,0,DET,CLE,1552.171,1688.737,17,6,0.3897267969574381,1.0
1952-11-09,1952,0,0,CHI,GB,1489.713,1391.173,28,41,0.7062546805486449,0.0
1952-11-09,1952,0,0,NYG,SF,1659.412,1618.221,23,14,0.63687347523322,1.0
1952-11-09,1952,0,0,DTX,LAR,1239.248,1567.008,6,27,0.17550052843072764,0.0
1952-11-09,1952,0,0,PHI,WSH,1492.281,1436.396,38,20,0.6582749522149496,1.0
1952-11-09,1952,0,0,CLE,ARI,1657.835,1455.405,28,13,0.8140592183163894,1.0
1952-11-09,1952,0,0,PIT,DET,1461.674,1583.073,6,31,0.40967116677850507,0.0
